,Year,Country,Country Code,SUBJECT,Value,MEASURE,Longitude,Population,Latitude
314,1994,Japan,JPN,POULTRY,12.476,Kilograms/capita,138.252924,,36.204824
315,1995,Japan,JPN,POULTRY,12.565,Kilograms/capita,138.252924,,36.204824
316,1996,Japan,JPN,POULTRY,12.973,Kilograms/capita,138.252924,,36.204824
317,1997,Japan,JPN,POULTRY,12.627,Kilograms/capita,138.252924,,36.204824
318,1998,Japan,JPN,POULTRY,11.956,Kilograms/capita,138.252924,,36.204824
319,1999,Japan,JPN,POULTRY,12.009,Kilograms/capita,138.252924,,36.204824
320,2000,Japan,JPN,POULTRY,12.84,Kilograms/capita,138.252924,,36.204824
321,2001,Japan,JPN,POULTRY,13.214,Kilograms/capita,138.252924,,36.204824
322,2002,Japan,JPN,POULTRY,12.816,Kilograms/capita,138.252924,,36.204824
323,2003,Japan,JPN,POULTRY,12.674,Kilograms/capita,138.252924,,36.204824
324,2004,Japan,JPN,POULTRY,12.393,Kilograms/capita,138.252924,,36.204824
325,2005,Japan,JPN,POULTRY,13.152,Kilograms/capita,138.252924,127767994,36.204824
326,2006,Japan,JPN,POULTRY,13.376,Kilograms/capita,138.252924,127900515,36.204824
327,2007,Japan,JPN,POULTRY,13.49,Kilograms/capita,138.252924,128032743,36.204824
328,2008,Japan,JPN,POULTRY,13.329,Kilograms/capita,138.252924,128083960,36.204824
329,2009,Japan,JPN,POULTRY,13.682,Kilograms/capita,138.252924,128031514,36.204824
330,2010,Japan,JPN,POULTRY,14.278,Kilograms/capita,138.252924,128057352,36.204824
331,2011,Japan,JPN,POULTRY,14.212,Kilograms/capita,138.252924,127834233,36.204824
332,2012,Japan,JPN,POULTRY,15.119,Kilograms/capita,138.252924,127592657,36.204824
333,2013,Japan,JPN,POULTRY,15.041,Kilograms/capita,138.252924,127413888,36.204824
334,2014,Japan,JPN,POULTRY,15.285,Kilograms/capita,138.252924,127237150,36.204824
335,2015,Japan,JPN,POULTRY,15.826,Kilograms/capita,138.252924,127094745,36.204824
336,2016,Japan,JPN,POULTRY,16.315,Kilograms/capita,138.252924,126932772,36.204824
337,2017,Japan,JPN,POULTRY,16.897,Kilograms/capita,138.252924,126706210,36.204824
338,2018,Japan,JPN,POULTRY,17.374,Kilograms/capita,138.252924,126443180,36.204824
339,2019,Japan,JPN,POULTRY,17.702,Kilograms/capita,138.252924,126166948,36.204824
340,2020,Japan,JPN,POULTRY,17.734,Kilograms/capita,138.252924,125708000,36.204824
341,1990,Japan,JPN,SHEEP,0.743,Kilograms/capita,138.252924,,36.204824
342,1991,Japan,JPN,SHEEP,0.759,Kilograms/capita,138.252924,,36.204824
343,1992,Japan,JPN,SHEEP,0.797,Kilograms/capita,138.252924,,36.204824
344,1993,Japan,JPN,SHEEP,0.672,Kilograms/capita,138.252924,,36.204824
345,1994,Japan,JPN,SHEEP,0.563,Kilograms/capita,138.252924,,36.204824
346,1995,Japan,JPN,SHEEP,0.576,Kilograms/capita,138.252924,,36.204824
347,1996,Japan,JPN,SHEEP,0.497,Kilograms/capita,138.252924,,36.204824
348,1997,Japan,JPN,SHEEP,0.438,Kilograms/capita,138.252924,,36.204824
349,1998,Japan,JPN,SHEEP,0.42,Kilograms/capita,138.252924,,36.204824
350,1999,Japan,JPN,SHEEP,0.352,Kilograms/capita,138.252924,,36.204824
351,2000,Japan,JPN,SHEEP,0.32,Kilograms/capita,138.252924,,36.204824
352,2001,Japan,JPN,SHEEP,0.307,Kilograms/capita,138.252924,,36.204824
353,2002,Japan,JPN,SHEEP,0.294,Kilograms/capita,138.252924,,36.204824
354,2003,Japan,JPN,SHEEP,0.252,Kilograms/capita,138.252924,,36.204824
355,2004,Japan,JPN,SHEEP,0.319,Kilograms/capita,138.252924,,36.204824
356,2005,Japan,JPN,SHEEP,0.364,Kilograms/capita,138.252924,127767994,36.204824
357,2006,Japan,JPN,SHEEP,0.367,Kilograms/capita,138.252924,127900515,36.204824
358,2007,Japan,JPN,SHEEP,0.264,Kilograms/capita,138.252924,128032743,36.204824
359,2008,Japan,JPN,SHEEP,0.267,Kilograms/capita,138.252924,128083960,36.204824
360,2009,Japan,JPN,SHEEP,0.27,Kilograms/capita,138.252924,128031514,36.204824
361,2010,Japan,JPN,SHEEP,0.217,Kilograms/capita,138.252924,128057352,36.204824
362,2011,Japan,JPN,SHEEP,0.218,Kilograms/capita,138.252924,127834233,36.204824
363,2012,Japan,JPN,SHEEP,0.188,Kilograms/capita,138.252924,127592657,36.204824
364,2013,Japan,JPN,SHEEP,0.125,Kilograms/capita,138.252924,127413888,36.204824
365,2014,Japan,JPN,SHEEP,0.14,Kilograms/capita,138.252924,127237150,36.204824
366,2015,Japan,JPN,SHEEP,0.127,Kilograms/capita,138.252924,127094745,36.204824
367,2016,Japan,JPN,SHEEP,0.138,Kilograms/capita,138.252924,126932772,36.204824
368,2017,Japan,JPN,SHEEP,0.153,Kilograms/capita,138.252924,126706210,36.204824
369,2018,Japan,JPN,SHEEP,0.17,Kilograms/capita,138.252924,126443180,36.204824
370,2019,Japan,JPN,SHEEP,0.173,Kilograms/capita,138.252924,126166948,36.204824
371,2020,Japan,JPN,SHEEP,0.16,Kilograms/capita,138.252924,125708000,36.204824
372,1990,South Korea,KOR,BEEF,0,Kilograms/capita,127.766922,,35.907757
373,1991,South Korea,KOR,BEEF,5.084,Kilograms/capita,127.766922,,35.907757
374,1992,South Korea,KOR,BEEF,5.668,Kilograms/capita,127.766922,,35.907757
375,1993,South Korea,KOR,BEEF,5.293,Kilograms/capita,127.766922,,35.907757
376,1994,South Korea,KOR,BEEF,5.649,Kilograms/capita,127.766922,,35.907757
377,1995,South Korea,KOR,BEEF,6.483,Kilograms/capita,127.766922,,35.907757
378,1996,South Korea,KOR,BEEF,6.714,Kilograms/capita,127.766922,,35.907757
379,1997,South Korea,KOR,BEEF,7.588,Kilograms/capita,127.766922,,35.907757
380,1998,South Korea,KOR,BEEF,6.808,Kilograms/capita,127.766922,,35.907757
381,1999,South Korea,KOR,BEEF,8.084,Kilograms/capita,127.766922,,35.907757
382,2000,South Korea,KOR,BEEF,8.449,Kilograms/capita,127.766922,,35.907757
383,2001,South Korea,KOR,BEEF,7.322,Kilograms/capita,127.766922,,35.907757
384,2002,South Korea,KOR,BEEF,8.331,Kilograms/capita,127.766922,,35.907757
385,2003,South Korea,KOR,BEEF,8.03,Kilograms/capita,127.766922,,35.907757
386,2004,South Korea,KOR,BEEF,6.47,Kilograms/capita,127.766922,,35.907757
387,2005,South Korea,KOR,BEEF,5.976,Kilograms/capita,127.766922,48184561,35.907757
388,2006,South Korea,KOR,BEEF,6.641,Kilograms/capita,127.766922,48438292,35.907757
389,2007,South Korea,KOR,BEEF,7.046,Kilograms/capita,127.766922,48683638,35.907757
390,2008,South Korea,KOR,BEEF,7.191,Kilograms/capita,127.766922,49054708,35.907757
391,2009,South Korea,KOR,BEEF,7.424,Kilograms/capita,127.766922,49307835,35.907757
392,2010,South Korea,KOR,BEEF,7.981,Kilograms/capita,127.766922,49554112,35.907757
393,2011,South Korea,KOR,BEEF,8.819,Kilograms/capita,127.766922,49936638,35.907757
394,2012,South Korea,KOR,BEEF,8.943,Kilograms/capita,127.766922,50199853,35.907757
395,2013,South Korea,KOR,BEEF,9.337,Kilograms/capita,127.766922,50428893,35.907757
396,2014,South Korea,KOR,BEEF,9.871,Kilograms/capita,127.766922,50746659,35.907757
397,2015,South Korea,KOR,BEEF,10.008,Kilograms/capita,127.766922,51014947,35.907757
398,2016,South Korea,KOR,BEEF,10.019,Kilograms/capita,127.766922,51217803,35.907757
399,2017,South Korea,KOR,BEEF,10.441,Kilograms/capita,127.766922,51361911,35.907757
400,2018,South Korea,KOR,BEEF,10.83,Kilograms/capita,127.766922,51606633,35.907757
401,2019,South Korea,KOR,BEEF,11.822,Kilograms/capita,127.766922,51709098,35.907757
402,2020,South Korea,KOR,BEEF,11.85,Kilograms/capita,127.766922,51780579,35.907757
403,1990,South Korea,KOR,PIG,0,Kilograms/capita,127.766922,,35.907757
404,1991,South Korea,KOR,PIG,9.938,Kilograms/capita,127.766922,,35.907757
405,1992,South Korea,KOR,PIG,13.314,Kilograms/capita,127.766922,,35.907757
406,1993,South Korea,KOR,PIG,13.41,Kilograms/capita,127.766922,,35.907757
407,1994,South Korea,KOR,PIG,13.829,Kilograms/capita,127.766922,,35.907757
408,1995,South Korea,KOR,PIG,14.384,Kilograms/capita,127.766922,,35.907757
409,1996,South Korea,KOR,PIG,15.35,Kilograms/capita,127.766922,,35.907757
410,1997,South Korea,KOR,PIG,15.126,Kilograms/capita,127.766922,,35.907757
411,1998,South Korea,KOR,PIG,14.906,Kilograms/capita,127.766922,,35.907757
412,1999,South Korea,KOR,PIG,17.096,Kilograms/capita,127.766922,,35.907757
413,2000,South Korea,KOR,PIG,15.956,Kilograms/capita,127.766922,,35.907757
414,2001,South Korea,KOR,PIG,16.564,Kilograms/capita,127.766922,,35.907757
415,2002,South Korea,KOR,PIG,17.013,Kilograms/capita,127.766922,,35.907757
416,2003,South Korea,KOR,PIG,20.876,Kilograms/capita,127.766922,,35.907757
417,2004,South Korea,KOR,PIG,19.283,Kilograms/capita,127.766922,,35.907757
418,2005,South Korea,KOR,PIG,18.856,Kilograms/capita,127.766922,48184561,35.907757
419,2006,South Korea,KOR,PIG,22.715,Kilograms/capita,127.766922,48438292,35.907757
420,2007,South Korea,KOR,PIG,23.956,Kilograms/capita,127.766922,48683638,35.907757
421,2008,South Korea,KOR,PIG,24.179,Kilograms/capita,127.766922,49054708,35.907757
422,2009,South Korea,KOR,PIG,23.472,Kilograms/capita,127.766922,49307835,35.907757
423,2010,South Korea,KOR,PIG,24.309,Kilograms/capita,127.766922,49554112,35.907757
424,2011,South Korea,KOR,PIG,23.378,Kilograms/capita,127.766922,49936638,35.907757
425,2012,South Korea,KOR,PIG,24.173,Kilograms/capita,127.766922,50199853,35.907757
426,2013,South Korea,KOR,PIG,25.31,Kilograms/capita,127.766922,50428893,35.907757
427,2014,South Korea,KOR,PIG,25.668,Kilograms/capita,127.766922,50746659,35.907757
428,2015,South Korea,KOR,PIG,27.92,Kilograms/capita,127.766922,51014947,35.907757
429,2016,South Korea,KOR,PIG,29.098,Kilograms/capita,127.766922,51217803,35.907757
430,2017,South Korea,KOR,PIG,29.536,Kilograms/capita,127.766922,51361911,35.907757
431,2018,South Korea,KOR,PIG,30.604,Kilograms/capita,127.766922,51606633,35.907757
432,2019,South Korea,KOR,PIG,31.229,Kilograms/capita,127.766922,51709098,35.907757
433,2020,South Korea,KOR,PIG,31.565,Kilograms/capita,127.766922,51780579,35.907757
434,1990,South Korea,KOR,POULTRY,5.567,Kilograms/capita,127.766922,,35.907757
435,1991,South Korea,KOR,POULTRY,6.741,Kilograms/capita,127.766922,,35.907757
436,1992,South Korea,KOR,POULTRY,7.523,Kilograms/capita,127.766922,,35.907757
437,1993,South Korea,KOR,POULTRY,7.815,Kilograms/capita,127.766922,,35.907757
438,1994,South Korea,KOR,POULTRY,7.812,Kilograms/capita,127.766922,,35.907757
439,1995,South Korea,KOR,POULTRY,8.505,Kilograms/capita,127.766922,,35.907757
440,1996,South Korea,KOR,POULTRY,9.088,Kilograms/capita,127.766922,,35.907757
441,1997,South Korea,KOR,POULTRY,8.495,Kilograms/capita,127.766922,,35.907757
442,1998,South Korea,KOR,POULTRY,7.491,Kilograms/capita,127.766922,,35.907757
443,1999,South Korea,KOR,POULTRY,9.254,Kilograms/capita,127.766922,,35.907757
444,2000,South Korea,KOR,POULTRY,9.625,Kilograms/capita,127.766922,,35.907757
445,2001,South Korea,KOR,POULTRY,10.51,Kilograms/capita,127.766922,,35.907757
446,2002,South Korea,KOR,POULTRY,10.856,Kilograms/capita,127.766922,,35.907757
447,2003,South Korea,KOR,POULTRY,9.548,Kilograms/capita,127.766922,,35.907757
448,2004,South Korea,KOR,POULTRY,8.437,Kilograms/capita,127.766922,,35.907757
449,2005,South Korea,KOR,POULTRY,10.845,Kilograms/capita,127.766922,48184561,35.907757
450,2006,South Korea,KOR,POULTRY,11.616,Kilograms/capita,127.766922,48438292,35.907757
451,2007,South Korea,KOR,POULTRY,11.441,Kilograms/capita,127.766922,48683638,35.907757
452,2008,South Korea,KOR,POULTRY,11.364,Kilograms/capita,127.766922,49054708,35.907757
453,2009,South Korea,KOR,POULTRY,12.087,Kilograms/capita,127.766922,49307835,35.907757
454,2010,South Korea,KOR,POULTRY,13.261,Kilograms/capita,127.766922,49554112,35.907757
455,2011,South Korea,KOR,POULTRY,14.198,Kilograms/capita,127.766922,49936638,35.907757
456,2012,South Korea,KOR,POULTRY,14.232,Kilograms/capita,127.766922,50199853,35.907757
457,2013,South Korea,KOR,POULTRY,14.38,Kilograms/capita,127.766922,50428893,35.907757
458,2014,South Korea,KOR,POULTRY,16.085,Kilograms/capita,127.766922,50746659,35.907757
459,2015,South Korea,KOR,POULTRY,16.851,Kilograms/capita,127.766922,51014947,35.907757
460,2016,South Korea,KOR,POULTRY,17.279,Kilograms/capita,127.766922,51217803,35.907757
461,2017,South Korea,KOR,POULTRY,17.157,Kilograms/capita,127.766922,51361911,35.907757
462,2018,South Korea,KOR,POULTRY,18.035,Kilograms/capita,127.766922,51606633,35.907757
463,2019,South Korea,KOR,POULTRY,18.674,Kilograms/capita,127.766922,51709098,35.907757
464,2020,South Korea,KOR,POULTRY,18.742,Kilograms/capita,127.766922,51780579,35.907757
465,1990,South Korea,KOR,SHEEP,0.196,Kilograms/capita,127.766922,,35.907757
466,1991,South Korea,KOR,SHEEP,0.16,Kilograms/capita,127.766922,,35.907757
467,1992,South Korea,KOR,SHEEP,0.31,Kilograms/capita,127.766922,,35.907757
468,1993,South Korea,KOR,SHEEP,0.229,Kilograms/capita,127.766922,,35.907757
469,1994,South Korea,KOR,SHEEP,0.279,Kilograms/capita,127.766922,,35.907757
470,1995,South Korea,KOR,SHEEP,0.247,Kilograms/capita,127.766922,,35.907757
471,1996,South Korea,KOR,SHEEP,0.209,Kilograms/capita,127.766922,,35.907757
472,1997,South Korea,KOR,SHEEP,0.183,Kilograms/capita,127.766922,,35.907757
473,1998,South Korea,KOR,SHEEP,0.152,Kilograms/capita,127.766922,,35.907757
474,1999,South Korea,KOR,SHEEP,0.128,Kilograms/capita,127.766922,,35.907757
475,2000,South Korea,KOR,SHEEP,0.106,Kilograms/capita,127.766922,,35.907757
476,2001,South Korea,KOR,SHEEP,0.09,Kilograms/capita,127.766922,,35.907757
477,2002,South Korea,KOR,SHEEP,0.105,Kilograms/capita,127.766922,,35.907757
478,2003,South Korea,KOR,SHEEP,0.101,Kilograms/capita,127.766922,,35.907757
479,2004,South Korea,KOR,SHEEP,0.109,Kilograms/capita,127.766922,,35.907757
480,2005,South Korea,KOR,SHEEP,0.11,Kilograms/capita,127.766922,48184561,35.907757
481,2006,South Korea,KOR,SHEEP,0.105,Kilograms/capita,127.766922,48438292,35.907757
482,2007,South Korea,KOR,SHEEP,0.104,Kilograms/capita,127.766922,48683638,35.907757
483,2008,South Korea,KOR,SHEEP,0.103,Kilograms/capita,127.766922,49054708,35.907757
484,2009,South Korea,KOR,SHEEP,0.095,Kilograms/capita,127.766922,49307835,35.907757
485,2010,South Korea,KOR,SHEEP,0.101,Kilograms/capita,127.766922,49554112,35.907757
486,2011,South Korea,KOR,SHEEP,0.115,Kilograms/capita,127.766922,49936638,35.907757
487,2012,South Korea,KOR,SHEEP,0.118,Kilograms/capita,127.766922,50199853,35.907757
488,2013,South Korea,KOR,SHEEP,0.115,Kilograms/capita,127.766922,50428893,35.907757
489,2014,South Korea,KOR,SHEEP,0.151,Kilograms/capita,127.766922,50746659,35.907757
490,2015,South Korea,KOR,SHEEP,0.189,Kilograms/capita,127.766922,51014947,35.907757
491,2016,South Korea,KOR,SHEEP,0.248,Kilograms/capita,127.766922,51217803,35.907757
492,2017,South Korea,KOR,SHEEP,0.331,Kilograms/capita,127.766922,51361911,35.907757
493,2018,South Korea,KOR,SHEEP,0.324,Kilograms/capita,127.766922,51606633,35.907757
494,2019,South Korea,KOR,SHEEP,0.332,Kilograms/capita,127.766922,51709098,35.907757
495,2020,South Korea,KOR,SHEEP,0.332,Kilograms/capita,127.766922,51780579,35.907757
496,1990,Mexico,MEX,BEEF,7.384,Kilograms/capita,-102.552784,,23.634501
497,1991,Mexico,MEX,BEEF,8.976,Kilograms/capita,-102.552784,,23.634501
498,1992,Mexico,MEX,BEEF,9.367,Kilograms/capita,-102.552784,,23.634501
499,1993,Mexico,MEX,BEEF,8.495,Kilograms/capita,-102.552784,,23.634501
500,1994,Mexico,MEX,BEEF,9.978,Kilograms/capita,-102.552784,,23.634501
501,1995,Mexico,MEX,BEEF,8.551,Kilograms/capita,-102.552784,,23.634501
502,1996,Mexico,MEX,BEEF,9.93,Kilograms/capita,-102.552784,,23.634501
503,1997,Mexico,MEX,BEEF,10.191,Kilograms/capita,-102.552784,,23.634501
504,1998,Mexico,MEX,BEEF,10.983,Kilograms/capita,-102.552784,,23.634501
505,1999,Mexico,MEX,BEEF,10.882,Kilograms/capita,-102.552784,,23.634501
506,2000,Mexico,MEX,BEEF,10.79,Kilograms/capita,-102.552784,,23.634501
507,2001,Mexico,MEX,BEEF,11.048,Kilograms/capita,-102.552784,,23.634501
508,2002,Mexico,MEX,BEEF,11.824,Kilograms/capita,-102.552784,,23.634501
509,2003,Mexico,MEX,BEEF,10.955,Kilograms/capita,-102.552784,,23.634501
510,2004,Mexico,MEX,BEEF,10.407,Kilograms/capita,-102.552784,,23.634501
511,2005,Mexico,MEX,BEEF,10.671,Kilograms/capita,-102.552784,105669369,23.634501
512,2006,Mexico,MEX,BEEF,10.01,Kilograms/capita,-102.552784,107155391,23.634501
513,2007,Mexico,MEX,BEEF,10.704,Kilograms/capita,-102.552784,108744845,23.634501
514,2008,Mexico,MEX,BEEF,11.219,Kilograms/capita,-102.552784,110405454,23.634501
515,2009,Mexico,MEX,BEEF,10.553,Kilograms/capita,-102.552784,112095388,23.634501
516,2010,Mexico,MEX,BEEF,9.966,Kilograms/capita,-102.552784,113748671,23.634501
517,2011,Mexico,MEX,BEEF,9.056,Kilograms/capita,-102.552784,115367452,23.634501
518,2012,Mexico,MEX,BEEF,9.055,Kilograms/capita,-102.552784,116935670,23.634501
519,2013,Mexico,MEX,BEEF,9.023,Kilograms/capita,-102.552784,118453929,23.634501
520,2014,Mexico,MEX,BEEF,8.911,Kilograms/capita,-102.552784,119936411,23.634501
521,2015,Mexico,MEX,BEEF,8.913,Kilograms/capita,-102.552784,121347800,23.634501
522,2016,Mexico,MEX,BEEF,9.134,Kilograms/capita,-102.552784,122715165,23.634501
523,2017,Mexico,MEX,BEEF,9.162,Kilograms/capita,-102.552784,124041731,23.634501
524,2018,Mexico,MEX,BEEF,9.243,Kilograms/capita,-102.552784,125327797,23.634501
525,2019,Mexico,MEX,BEEF,9.167,Kilograms/capita,-102.552784,126577691,23.634501
526,2020,Mexico,MEX,BEEF,8.971,Kilograms/capita,-102.552784,127792286,23.634501
527,1990,Mexico,MEX,PIG,7.339,Kilograms/capita,-102.552784,,23.634501
528,1991,Mexico,MEX,PIG,7.895,Kilograms/capita,-102.552784,,23.634501
529,1992,Mexico,MEX,PIG,7.832,Kilograms/capita,-102.552784,,23.634501
530,1993,Mexico,MEX,PIG,7.635,Kilograms/capita,-102.552784,,23.634501
531,1994,Mexico,MEX,PIG,8.21,Kilograms/capita,-102.552784,,23.634501
532,1995,Mexico,MEX,PIG,8.045,Kilograms/capita,-102.552784,,23.634501
533,1996,Mexico,MEX,PIG,7.768,Kilograms/capita,-102.552784,,23.634501
534,1997,Mexico,MEX,PIG,8.001,Kilograms/capita,-102.552784,,23.634501
535,1998,Mexico,MEX,PIG,8.461,Kilograms/capita,-102.552784,,23.634501
536,1999,Mexico,MEX,PIG,8.667,Kilograms/capita,-102.552784,,23.634501
537,2000,Mexico,MEX,PIG,9.228,Kilograms/capita,-102.552784,,23.634501
538,2001,Mexico,MEX,PIG,9.416,Kilograms/capita,-102.552784,,23.634501
539,2002,Mexico,MEX,PIG,9.696,Kilograms/capita,-102.552784,,23.634501
540,2003,Mexico,MEX,PIG,9.989,Kilograms/capita,-102.552784,,23.634501
541,2004,Mexico,MEX,PIG,10.234,Kilograms/capita,-102.552784,,23.634501
542,2005,Mexico,MEX,PIG,10.079,Kilograms/capita,-102.552784,105669369,23.634501
543,2006,Mexico,MEX,PIG,10.275,Kilograms/capita,-102.552784,107155391,23.634501
544,2007,Mexico,MEX,PIG,10.292,Kilograms/capita,-102.552784,108744845,23.634501
545,2008,Mexico,MEX,PIG,10.191,Kilograms/capita,-102.552784,110405454,23.634501
546,2009,Mexico,MEX,PIG,11.085,Kilograms/capita,-102.552784,112095388,23.634501
547,2010,Mexico,MEX,PIG,10.989,Kilograms/capita,-102.552784,113748671,23.634501
548,2011,Mexico,MEX,PIG,10.332,Kilograms/capita,-102.552784,115367452,23.634501
549,2012,Mexico,MEX,PIG,11.169,Kilograms/capita,-102.552784,116935670,23.634501
550,2013,Mexico,MEX,PIG,11.663,Kilograms/capita,-102.552784,118453929,23.634501
551,2014,Mexico,MEX,PIG,11.733,Kilograms/capita,-102.552784,119936411,23.634501
552,2015,Mexico,MEX,PIG,12.527,Kilograms/capita,-102.552784,121347800,23.634501
553,2016,Mexico,MEX,PIG,12.84,Kilograms/capita,-102.552784,122715165,23.634501
554,2017,Mexico,MEX,PIG,13.305,Kilograms/capita,-102.552784,124041731,23.634501
555,2018,Mexico,MEX,PIG,14.05,Kilograms/capita,-102.552784,125327797,23.634501
556,2019,Mexico,MEX,PIG,14.401,Kilograms/capita,-102.552784,126577691,23.634501
557,2020,Mexico,MEX,PIG,14.42,Kilograms/capita,-102.552784,127792286,23.634501
558,1990,Mexico,MEX,POULTRY,8.89,Kilograms/capita,-102.552784,,23.634501
559,1991,Mexico,MEX,POULTRY,10.245,Kilograms/capita,-102.552784,,23.634501
560,1992,Mexico,MEX,POULTRY,10.833,Kilograms/capita,-102.552784,,23.634501
561,1993,Mexico,MEX,POULTRY,12.522,Kilograms/capita,-102.552784,,23.634501
562,1994,Mexico,MEX,POULTRY,13.371,Kilograms/capita,-102.552784,,23.634501
563,1995,Mexico,MEX,POULTRY,14.55,Kilograms/capita,-102.552784,,23.634501
564,1996,Mexico,MEX,POULTRY,14.221,Kilograms/capita,-102.552784,,23.634501
565,1997,Mexico,MEX,POULTRY,16.282,Kilograms/capita,-102.552784,,23.634501
566,1998,Mexico,MEX,POULTRY,17.693,Kilograms/capita,-102.552784,,23.634501
567,1999,Mexico,MEX,POULTRY,18.779,Kilograms/capita,-102.552784,,23.634501
568,2000,Mexico,MEX,POULTRY,19.842,Kilograms/capita,-102.552784,,23.634501
569,2001,Mexico,MEX,POULTRY,20.633,Kilograms/capita,-102.552784,,23.634501
570,2002,Mexico,MEX,POULTRY,21.781,Kilograms/capita,-102.552784,,23.634501
571,2003,Mexico,MEX,POULTRY,22.93,Kilograms/capita,-102.552784,,23.634501
572,2004,Mexico,MEX,POULTRY,23.435,Kilograms/capita,-102.552784,,23.634501
573,2005,Mexico,MEX,POULTRY,25.15,Kilograms/capita,-102.552784,105669369,23.634501
574,2006,Mexico,MEX,POULTRY,25.467,Kilograms/capita,-102.552784,107155391,23.634501
