,Country,Year,Lat,Long,Age,Population,Population Men,Population Women
0,Argentina,2005,-38.416097,-63.616672,0 to 4,3402249.0,1740638.0,1661611.0
1,Argentina,2005,-38.416097,-63.616672,5 to 9,3513068.0,1791301.0,1721767.0
2,Argentina,2005,-38.416097,-63.616672,10 to 14,3520157.0,1789180.0,1730977.0
3,Argentina,2005,-38.416097,-63.616672,15 to 19,3414681.0,1728130.0,1686551.0
4,Argentina,2005,-38.416097,-63.616672,20 to 24,3223812.0,1619059.0,1604753.0
5,Argentina,2005,-38.416097,-63.616672,25 to 29,3246273.0,1620064.0,1626209.0
6,Argentina,2005,-38.416097,-63.616672,30 to 34,2674944.0,1330572.0,1344372.0
7,Argentina,2005,-38.416097,-63.616672,35 to 39,2398270.0,1187558.0,1210712.0
8,Argentina,2005,-38.416097,-63.616672,40 to 44,2249167.0,1103050.0,1146117.0
9,Argentina,2005,-38.416097,-63.616672,45 to 49,2112598.0,1016500.0,1096098.0
10,Argentina,2005,-38.416097,-63.616672,50 to 54,1972582.0,956636.0,1015946.0
11,Argentina,2005,-38.416097,-63.616672,55 to 59,1710529.0,819139.0,891390.0
12,Argentina,2005,-38.416097,-63.616672,60 to 64,1450018.0,682954.0,767064.0
13,Argentina,2005,-38.416097,-63.616672,65 to 69,1209896.0,545323.0,664573.0
14,Argentina,2005,-38.416097,-63.616672,70 to 74,1014719.0,433008.0,581711.0
15,Argentina,2005,-38.416097,-63.616672,75 to 79,795658.0,315663.0,479995.0
16,Argentina,2005,-38.416097,-63.616672,80 to 84,515206.0,179471.0,335735.0
17,Argentina,2005,-38.416097,-63.616672,85 and over,309579.0,92999.0,216580.0
18,Argentina,2006,-38.416097,-63.616672,0 to 4,3435442.0,1759837.0,1675605.0
19,Argentina,2006,-38.416097,-63.616672,5 to 9,3511877.0,1791947.0,1719930.0
20,Argentina,2006,-38.416097,-63.616672,10 to 14,3524506.0,1791687.0,1732819.0
21,Argentina,2006,-38.416097,-63.616672,15 to 19,3443224.0,1741721.0,1701503.0
22,Argentina,2006,-38.416097,-63.616672,20 to 24,3247979.0,1630071.0,1617908.0
23,Argentina,2006,-38.416097,-63.616672,25 to 29,3230235.0,1611132.0,1619103.0
24,Argentina,2006,-38.416097,-63.616672,30 to 34,2757205.0,1370136.0,1387069.0
25,Argentina,2006,-38.416097,-63.616672,35 to 39,2457806.0,1215619.0,1242187.0
26,Argentina,2006,-38.416097,-63.616672,40 to 44,2268558.0,1112209.0,1156349.0
27,Argentina,2006,-38.416097,-63.616672,45 to 49,2132119.0,1028320.0,1103799.0
28,Argentina,2006,-38.416097,-63.616672,50 to 54,1990230.0,964689.0,1025541.0
29,Argentina,2006,-38.416097,-63.616672,55 to 59,1742611.0,834457.0,908154.0
30,Argentina,2006,-38.416097,-63.616672,60 to 64,1484090.0,698752.0,785338.0
31,Argentina,2006,-38.416097,-63.616672,65 to 69,1228253.0,554853.0,673400.0
32,Argentina,2006,-38.416097,-63.616672,70 to 74,1017555.0,435361.0,582194.0
33,Argentina,2006,-38.416097,-63.616672,75 to 79,798111.0,317437.0,480674.0
34,Argentina,2006,-38.416097,-63.616672,80 to 84,525240.0,183815.0,341425.0
35,Argentina,2006,-38.416097,-63.616672,85 and over,332198.0,99271.0,232927.0
36,Argentina,2007,-38.416097,-63.616672,0 to 4,3468964.0,1779247.0,1689717.0
37,Argentina,2007,-38.416097,-63.616672,5 to 9,3510688.0,1792593.0,1718095.0
38,Argentina,2007,-38.416097,-63.616672,10 to 14,3528859.0,1794197.0,1734662.0
39,Argentina,2007,-38.416097,-63.616672,15 to 19,3472007.0,1755419.0,1716588.0
40,Argentina,2007,-38.416097,-63.616672,20 to 24,3272327.0,1641157.0,1631170.0
41,Argentina,2007,-38.416097,-63.616672,25 to 29,3214274.0,1602247.0,1612027.0
42,Argentina,2007,-38.416097,-63.616672,30 to 34,2842001.0,1410877.0,1431124.0
43,Argentina,2007,-38.416097,-63.616672,35 to 39,2518826.0,1244344.0,1274482.0
44,Argentina,2007,-38.416097,-63.616672,40 to 44,2288117.0,1121444.0,1166673.0
45,Argentina,2007,-38.416097,-63.616672,45 to 49,2151831.0,1040277.0,1111554.0
46,Argentina,2007,-38.416097,-63.616672,50 to 54,2008036.0,972809.0,1035227.0
47,Argentina,2007,-38.416097,-63.616672,55 to 59,1775295.0,850060.0,925235.0
48,Argentina,2007,-38.416097,-63.616672,60 to 64,1518960.0,714914.0,804046.0
49,Argentina,2007,-38.416097,-63.616672,65 to 69,1246895.0,564550.0,682345.0
50,Argentina,2007,-38.416097,-63.616672,70 to 74,1020403.0,437726.0,582677.0
51,Argentina,2007,-38.416097,-63.616672,75 to 79,800574.0,319221.0,481353.0
52,Argentina,2007,-38.416097,-63.616672,80 to 84,535476.0,188264.0,347212.0
53,Argentina,2007,-38.416097,-63.616672,85 and over,355907.0,105851.0,250056.0
54,Argentina,2008,-38.416097,-63.616672,0 to 4,3502818.0,1798871.0,1703947.0
55,Argentina,2008,-38.416097,-63.616672,5 to 9,3509503.0,1793239.0,1716264.0
56,Argentina,2008,-38.416097,-63.616672,10 to 14,3533219.0,1796711.0,1736508.0
57,Argentina,2008,-38.416097,-63.616672,15 to 19,3501032.0,1769226.0,1731806.0
58,Argentina,2008,-38.416097,-63.616672,20 to 24,3296859.0,1652318.0,1644541.0
59,Argentina,2008,-38.416097,-63.616672,25 to 29,3198394.0,1593412.0,1604982.0
60,Argentina,2008,-38.416097,-63.616672,30 to 34,2929408.0,1452830.0,1476578.0
61,Argentina,2008,-38.416097,-63.616672,35 to 39,2581364.0,1273748.0,1307616.0
62,Argentina,2008,-38.416097,-63.616672,40 to 44,2307843.0,1130755.0,1177088.0
63,Argentina,2008,-38.416097,-63.616672,45 to 49,2171737.0,1052374.0,1119363.0
64,Argentina,2008,-38.416097,-63.616672,50 to 54,2026004.0,980999.0,1045005.0
65,Argentina,2008,-38.416097,-63.616672,55 to 59,1808592.0,865955.0,942637.0
66,Argentina,2008,-38.416097,-63.616672,60 to 64,1554651.0,731450.0,823201.0
67,Argentina,2008,-38.416097,-63.616672,65 to 69,1265823.0,574415.0,691408.0
68,Argentina,2008,-38.416097,-63.616672,70 to 74,1023265.0,440105.0,583160.0
69,Argentina,2008,-38.416097,-63.616672,75 to 79,803049.0,321016.0,482033.0
70,Argentina,2008,-38.416097,-63.616672,80 to 84,545918.0,192821.0,353097.0
71,Argentina,2008,-38.416097,-63.616672,85 and over,380755.0,112754.0,268001.0
72,Argentina,2009,-38.416097,-63.616672,0 to 4,3537010.0,1818712.0,1718298.0
73,Argentina,2009,-38.416097,-63.616672,5 to 9,3508317.0,1793885.0,1714432.0
74,Argentina,2009,-38.416097,-63.616672,10 to 14,3537584.0,1799229.0,1738355.0
75,Argentina,2009,-38.416097,-63.616672,15 to 19,3530299.0,1783140.0,1747159.0
76,Argentina,2009,-38.416097,-63.616672,20 to 24,3321578.0,1663556.0,1658022.0
77,Argentina,2009,-38.416097,-63.616672,25 to 29,3182595.0,1584627.0,1597968.0
78,Argentina,2009,-38.416097,-63.616672,30 to 34,3019504.0,1496029.0,1523475.0
79,Argentina,2009,-38.416097,-63.616672,35 to 39,2645455.0,1303845.0,1341610.0
80,Argentina,2009,-38.416097,-63.616672,40 to 44,2327740.0,1140143.0,1187597.0
81,Argentina,2009,-38.416097,-63.616672,45 to 49,2191839.0,1064611.0,1127228.0
82,Argentina,2009,-38.416097,-63.616672,50 to 54,2044131.0,989256.0,1054875.0
83,Argentina,2009,-38.416097,-63.616672,55 to 59,1842514.0,882148.0,960366.0
84,Argentina,2009,-38.416097,-63.616672,60 to 64,1591180.0,748368.0,842812.0
85,Argentina,2009,-38.416097,-63.616672,65 to 69,1285046.0,584454.0,700592.0
86,Argentina,2009,-38.416097,-63.616672,70 to 74,1026141.0,442496.0,583645.0
87,Argentina,2009,-38.416097,-63.616672,75 to 79,805534.0,322820.0,482714.0
88,Argentina,2009,-38.416097,-63.616672,80 to 84,556570.0,197489.0,359081.0
89,Argentina,2009,-38.416097,-63.616672,85 and over,406791.0,119992.0,286799.0
90,Argentina,2010,-38.416097,-63.616672,0 to 4,3571540.0,1838771.0,1732769.0
91,Argentina,2010,-38.416097,-63.616672,5 to 9,3507135.0,1794531.0,1712604.0
92,Argentina,2010,-38.416097,-63.616672,10 to 14,3541954.0,1801750.0,1740204.0
93,Argentina,2010,-38.416097,-63.616672,15 to 19,3559813.0,1797164.0,1762649.0
94,Argentina,2010,-38.416097,-63.616672,20 to 24,3346483.0,1674870.0,1671613.0
95,Argentina,2010,-38.416097,-63.616672,25 to 29,3166874.0,1575889.0,1590985.0
96,Argentina,2010,-38.416097,-63.616672,30 to 34,3112375.0,1540513.0,1571862.0
97,Argentina,2010,-38.416097,-63.616672,35 to 39,2711144.0,1334655.0,1376489.0
98,Argentina,2010,-38.416097,-63.616672,40 to 44,2347809.0,1149610.0,1198199.0
99,Argentina,2010,-38.416097,-63.616672,45 to 49,2212137.0,1076990.0,1135147.0
100,Argentina,2010,-38.416097,-63.616672,50 to 54,2062422.0,997584.0,1064838.0
101,Argentina,2010,-38.416097,-63.616672,55 to 59,1877071.0,898643.0,978428.0
102,Argentina,2010,-38.416097,-63.616672,60 to 64,1628569.0,765679.0,862890.0
103,Argentina,2010,-38.416097,-63.616672,65 to 69,1304566.0,594668.0,709898.0
104,Argentina,2010,-38.416097,-63.616672,70 to 74,1029030.0,444901.0,584129.0
105,Argentina,2010,-38.416097,-63.616672,75 to 79,808031.0,324635.0,483396.0
106,Argentina,2010,-38.416097,-63.616672,80 to 84,567436.0,202269.0,365167.0
107,Argentina,2010,-38.416097,-63.616672,85 and over,434064.0,127582.0,306482.0
108,Argentina,2011,-38.416097,-63.616672,0 to 4,3622962.0,1865789.0,1757173.0
109,Argentina,2011,-38.416097,-63.616672,5 to 9,3507340.0,1796735.0,1710605.0
110,Argentina,2011,-38.416097,-63.616672,10 to 14,3530131.0,1797932.0,1732199.0
111,Argentina,2011,-38.416097,-63.616672,15 to 19,3573638.0,1806648.0,1766990.0
112,Argentina,2011,-38.416097,-63.616672,20 to 24,3395590.0,1701340.0,1694250.0
113,Argentina,2011,-38.416097,-63.616672,25 to 29,3184168.0,1585381.0,1598787.0
114,Argentina,2011,-38.416097,-63.616672,30 to 34,3142982.0,1556663.0,1586319.0
115,Argentina,2011,-38.416097,-63.616672,35 to 39,2800329.0,1379507.0,1420822.0
116,Argentina,2011,-38.416097,-63.616672,40 to 44,2396702.0,1174136.0,1222566.0
117,Argentina,2011,-38.416097,-63.616672,45 to 49,2227234.0,1084695.0,1142539.0
118,Argentina,2011,-38.416097,-63.616672,50 to 54,2084856.0,1008281.0,1076575.0
119,Argentina,2011,-38.416097,-63.616672,55 to 59,1902187.0,910396.0,991791.0
120,Argentina,2011,-38.416097,-63.616672,60 to 64,1664823.0,782593.0,882230.0
121,Argentina,2011,-38.416097,-63.616672,65 to 69,1342617.0,612286.0,730331.0
122,Argentina,2011,-38.416097,-63.616672,70 to 74,1047618.0,453580.0,594038.0
123,Argentina,2011,-38.416097,-63.616672,75 to 79,813519.0,327143.0,486376.0
124,Argentina,2011,-38.416097,-63.616672,80 to 84,571682.0,204429.0,367253.0
125,Argentina,2011,-38.416097,-63.616672,85 and over,453112.0,133257.0,319855.0
126,Argentina,2012,-38.416097,-63.616672,0 to 4,3671011.0,1890649.0,1780362.0
127,Argentina,2012,-38.416097,-63.616672,5 to 9,3511823.0,1801192.0,1710631.0
128,Argentina,2012,-38.416097,-63.616672,10 to 14,3521389.0,1795551.0,1725838.0
129,Argentina,2012,-38.416097,-63.616672,15 to 19,3574520.0,1809575.0,1764945.0
130,Argentina,2012,-38.416097,-63.616672,20 to 24,3444594.0,1728135.0,1716459.0
131,Argentina,2012,-38.416097,-63.616672,25 to 29,3212958.0,1600602.0,1612356.0
132,Argentina,2012,-38.416097,-63.616672,30 to 34,3154334.0,1563298.0,1591036.0
133,Argentina,2012,-38.416097,-63.616672,35 to 39,2890574.0,1424979.0,1465595.0
134,Argentina,2012,-38.416097,-63.616672,40 to 44,2457684.0,1204662.0,1253022.0
135,Argentina,2012,-38.416097,-63.616672,45 to 49,2241583.0,1092116.0,1149467.0
136,Argentina,2012,-38.416097,-63.616672,50 to 54,2107503.0,1019205.0,1088298.0
137,Argentina,2012,-38.416097,-63.616672,55 to 59,1926230.0,921679.0,1004551.0
138,Argentina,2012,-38.416097,-63.616672,60 to 64,1697644.0,797936.0,899708.0
139,Argentina,2012,-38.416097,-63.616672,65 to 69,1383542.0,631151.0,752391.0
140,Argentina,2012,-38.416097,-63.616672,70 to 74,1069936.0,464039.0,605897.0
141,Argentina,2012,-38.416097,-63.616672,75 to 79,820245.0,330001.0,490244.0
142,Argentina,2012,-38.416097,-63.616672,80 to 84,575646.0,206862.0,368784.0
143,Argentina,2012,-38.416097,-63.616672,85 and over,472055.0,138759.0,333296.0
144,Argentina,2013,-38.416097,-63.616672,0 to 4,3712611.0,1911781.0,1800830.0
145,Argentina,2013,-38.416097,-63.616672,5 to 9,3522721.0,1808975.0,1713746.0
146,Argentina,2013,-38.416097,-63.616672,10 to 14,3515301.0,1794434.0,1720867.0
147,Argentina,2013,-38.416097,-63.616672,15 to 19,3566154.0,1807807.0,1758347.0
148,Argentina,2013,-38.416097,-63.616672,20 to 24,3489936.0,1753346.0,1736590.0
149,Argentina,2013,-38.416097,-63.616672,25 to 29,3250983.0,1620530.0,1630453.0
150,Argentina,2013,-38.416097,-63.616672,30 to 34,3154430.0,1564398.0,1590032.0
151,Argentina,2013,-38.416097,-63.616672,35 to 39,2975391.0,1467827.0,1507564.0
152,Argentina,2013,-38.416097,-63.616672,40 to 44,2528895.0,1240281.0,1288614.0
153,Argentina,2013,-38.416097,-63.616672,45 to 49,2259015.0,1101131.0,1157884.0
154,Argentina,2013,-38.416097,-63.616672,50 to 54,2129572.0,1029958.0,1099614.0
155,Argentina,2013,-38.416097,-63.616672,55 to 59,1949497.0,932661.0,1016836.0
156,Argentina,2013,-38.416097,-63.616672,60 to 64,1727604.0,811960.0,915644.0
157,Argentina,2013,-38.416097,-63.616672,65 to 69,1425598.0,650505.0,775093.0
158,Argentina,2013,-38.416097,-63.616672,70 to 74,1095870.0,476136.0,619734.0
159,Argentina,2013,-38.416097,-63.616672,75 to 79,828910.0,333682.0,495228.0
160,Argentina,2013,-38.416097,-63.616672,80 to 84,579982.0,209555.0,370427.0
161,Argentina,2013,-38.416097,-63.616672,85 and over,490465.0,144070.0,346395.0
162,Argentina,2014,-38.416097,-63.616672,0 to 4,3745299.0,1927925.0,1817374.0
163,Argentina,2014,-38.416097,-63.616672,5 to 9,3541275.0,1820695.0,1720580.0
164,Argentina,2014,-38.416097,-63.616672,10 to 14,3510972.0,1794189.0,1716783.0
165,Argentina,2014,-38.416097,-63.616672,15 to 19,3553325.0,1803726.0,1749599.0
166,Argentina,2014,-38.416097,-63.616672,20 to 24,3527754.0,1774923.0,1752831.0
167,Argentina,2014,-38.416097,-63.616672,25 to 29,3294748.0,1643562.0,1651186.0
168,Argentina,2014,-38.416097,-63.616672,30 to 34,3153561.0,1565008.0,1588553.0
169,Argentina,2014,-38.416097,-63.616672,35 to 39,3047087.0,1504230.0,1542857.0
170,Argentina,2014,-38.416097,-63.616672,40 to 44,2607887.0,1279832.0,1328055.0
171,Argentina,2014,-38.416097,-63.616672,45 to 49,2284142.0,1113955.0,1170187.0
172,Argentina,2014,-38.416097,-63.616672,50 to 54,2150000.0,1040062.0,1109938.0
173,Argentina,2014,-38.416097,-63.616672,55 to 59,1972274.0,943466.0,1028808.0
174,Argentina,2014,-38.416097,-63.616672,60 to 64,1755623.0,825113.0,930510.0
175,Argentina,2014,-38.416097,-63.616672,65 to 69,1466753.0,669445.0,797308.0
176,Argentina,2014,-38.416097,-63.616672,70 to 74,1125319.0,489752.0,635567.0
177,Argentina,2014,-38.416097,-63.616672,75 to 79,840332.0,338698.0,501634.0
178,Argentina,2014,-38.416097,-63.616672,80 to 84,585184.0,212432.0,372752.0
179,Argentina,2014,-38.416097,-63.616672,85 and over,507965.0,149190.0,358775.0
180,Argentina,2015,-38.416097,-63.616672,0 to 4,3764736.0,1936908.0,1827828.0
181,Argentina,2015,-38.416097,-63.616672,5 to 9,3570085.0,1837604.0,1732481.0
182,Argentina,2015,-38.416097,-63.616672,10 to 14,3508531.0,1794948.0,1713583.0
183,Argentina,2015,-38.416097,-63.616672,15 to 19,3539630.0,1799127.0,1740503.0
184,Argentina,2015,-38.416097,-63.616672,20 to 24,3554811.0,1791102.0,1763709.0
185,Argentina,2015,-38.416097,-63.616672,25 to 29,3341846.0,1668640.0,1673206.0
186,Argentina,2015,-38.416097,-63.616672,30 to 34,3159595.0,1568993.0,1590602.0
187,Argentina,2015,-38.416097,-63.616672,35 to 39,3099835.0,1531313.0,1568522.0
188,Argentina,2015,-38.416097,-63.616672,40 to 44,2692486.0,1322258.0,1370228.0
189,Argentina,2015,-38.416097,-63.616672,45 to 49,2320378.0,1132249.0,1188129.0
190,Argentina,2015,-38.416097,-63.616672,50 to 54,2168105.0,1049173.0,1118932.0
191,Argentina,2015,-38.416097,-63.616672,55 to 59,1995008.0,954332.0,1040676.0
192,Argentina,2015,-38.416097,-63.616672,60 to 64,1782266.0,837634.0,944632.0
193,Argentina,2015,-38.416097,-63.616672,65 to 69,1505504.0,687330.0,818174.0
194,Argentina,2015,-38.416097,-63.616672,70 to 74,1158131.0,504795.0,653336.0
195,Argentina,2015,-38.416097,-63.616672,75 to 79,854985.0,345283.0,509702.0
196,Argentina,2015,-38.416097,-63.616672,80 to 84,591455.0,215439.0,376016.0
197,Argentina,2015,-38.416097,-63.616672,85 and over,524579.0,154218.0,370361.0
198,Argentina,2016,-38.416097,-63.616672,0 to 4,3757709.0,1933361.0,1824348.0
199,Argentina,2016,-38.416097,-63.616672,5 to 9,3621521.0,1864612.0,1756909.0
200,Argentina,2016,-38.416097,-63.616672,10 to 14,3508707.0,1797146.0,1711561.0
201,Argentina,2016,-38.416097,-63.616672,15 to 19,3527929.0,1795390.0,1732539.0
202,Argentina,2016,-38.416097,-63.616672,20 to 24,3568580.0,1800611.0,1767969.0
203,Argentina,2016,-38.416097,-63.616672,25 to 29,3390781.0,1695030.0,1695751.0
204,Argentina,2016,-38.416097,-63.616672,30 to 34,3177008.0,1578587.0,1598421.0
205,Argentina,2016,-38.416097,-63.616672,35 to 39,3130524.0,1547524.0,1583000.0
206,Argentina,2016,-38.416097,-63.616672,40 to 44,2781388.0,1366919.0,1414469.0
207,Argentina,2016,-38.416097,-63.616672,45 to 49,2369213.0,1156735.0,1212478.0
208,Argentina,2016,-38.416097,-63.616672,50 to 54,2183741.0,1057225.0,1126516.0
209,Argentina,2016,-38.416097,-63.616672,55 to 59,2018007.0,965405.0,1052602.0
210,Argentina,2016,-38.416097,-63.616672,60 to 64,1807828.0,849667.0,958161.0
211,Argentina,2016,-38.416097,-63.616672,65 to 69,1541040.0,703822.0,837218.0
212,Argentina,2016,-38.416097,-63.616672,70 to 74,1194213.0,521180.0,673033.0
213,Argentina,2016,-38.416097,-63.616672,75 to 79,872946.0,353449.0,519497.0
214,Argentina,2016,-38.416097,-63.616672,80 to 84,598590.0,218529.0,380061.0
215,Argentina,2016,-38.416097,-63.616672,85 and over,540643.0,159278.0,381365.0
216,Argentina,2017,-38.416097,-63.616672,0 to 4,3748846.0,1928846.0,1820000.0
217,Argentina,2017,-38.416097,-63.616672,5 to 9,3669575.0,1889493.0,1780082.0
218,Argentina,2017,-38.416097,-63.616672,10 to 14,3513167.0,1801584.0,1711583.0
219,Argentina,2017,-38.416097,-63.616672,15 to 19,3519280.0,1793078.0,1726202.0
220,Argentina,2017,-38.416097,-63.616672,20 to 24,3569502.0,1803625.0,1765877.0
221,Argentina,2017,-38.416097,-63.616672,25 to 29,3439542.0,1721706.0,1717836.0
222,Argentina,2017,-38.416097,-63.616672,30 to 34,3205836.0,1593874.0,1611962.0
223,Argentina,2017,-38.416097,-63.616672,35 to 39,3142130.0,1554318.0,1587812.0
224,Argentina,2017,-38.416097,-63.616672,40 to 44,2871282.0,1412178.0,1459104.0
225,Argentina,2017,-38.416097,-63.616672,45 to 49,2429989.0,1187120.0,1242869.0
226,Argentina,2017,-38.416097,-63.616672,50 to 54,2198619.0,1064970.0,1133649.0
227,Argentina,2017,-38.416097,-63.616672,55 to 59,2041236.0,976710.0,1064526.0
228,Argentina,2017,-38.416097,-63.616672,60 to 64,1832328.0,861250.0,971078.0
229,Argentina,2017,-38.416097,-63.616672,65 to 69,1573449.0,718924.0,854525.0
230,Argentina,2017,-38.416097,-63.616672,70 to 74,1232878.0,538648.0,694230.0
231,Argentina,2017,-38.416097,-63.616672,75 to 79,893988.0,362996.0,530992.0
232,Argentina,2017,-38.416097,-63.616672,80 to 84,606633.0,221851.0,384782.0
233,Argentina,2017,-38.416097,-63.616672,85 and over,556531.0,164452.0,392079.0
234,Argentina,2018,-38.416097,-63.616672,0 to 4,3738229.0,1923444.0,1814785.0
235,Argentina,2018,-38.416097,-63.616672,5 to 9,3711205.0,1910645.0,1800560.0
236,Argentina,2018,-38.416097,-63.616672,10 to 14,3524036.0,1809332.0,1714704.0
237,Argentina,2018,-38.416097,-63.616672,15 to 19,3513239.0,1792030.0,1721209.0
238,Argentina,2018,-38.416097,-63.616672,20 to 24,3561187.0,1801939.0,1759248.0
239,Argentina,2018,-38.416097,-63.616672,25 to 29,3484671.0,1746826.0,1737845.0
240,Argentina,2018,-38.416097,-63.616672,30 to 34,3243841.0,1613810.0,1630031.0
241,Argentina,2018,-38.416097,-63.616672,35 to 39,3142485.0,1555594.0,1586891.0
242,Argentina,2018,-38.416097,-63.616672,40 to 44,2955834.0,1454862.0,1500972.0
243,Argentina,2018,-38.416097,-63.616672,45 to 49,2500862.0,1222518.0,1278344.0
244,Argentina,2018,-38.416097,-63.616672,50 to 54,2216535.0,1074291.0,1142244.0
245,Argentina,2018,-38.416097,-63.616672,55 to 59,2063845.0,987817.0,1076028.0
246,Argentina,2018,-38.416097,-63.616672,60 to 64,1856108.0,872557.0,983551.0
247,Argentina,2018,-38.416097,-63.616672,65 to 69,1603203.0,732831.0,870372.0
248,Argentina,2018,-38.416097,-63.616672,70 to 74,1272577.0,556566.0,716011.0
249,Argentina,2018,-38.416097,-63.616672,75 to 79,918063.0,373831.0,544232.0
250,Argentina,2018,-38.416097,-63.616672,80 to 84,616143.0,225783.0,390360.0
251,Argentina,2018,-38.416097,-63.616672,85 and over,572439.0,169696.0,402743.0
252,Argentina,2019,-38.416097,-63.616672,0 to 4,3726162.0,1917283.0,1808879.0
253,Argentina,2019,-38.416097,-63.616672,5 to 9,3743931.0,1926816.0,1817115.0
254,Argentina,2019,-38.416097,-63.616672,10 to 14,3542513.0,1821015.0,1721498.0
255,Argentina,2019,-38.416097,-63.616672,15 to 19,3508965.0,1791833.0,1717132.0
256,Argentina,2019,-38.416097,-63.616672,20 to 24,3548389.0,1797945.0,1750444.0
257,Argentina,2019,-38.416097,-63.616672,25 to 29,3522333.0,1768349.0,1753984.0
258,Argentina,2019,-38.416097,-63.616672,30 to 34,3287553.0,1636833.0,1650720.0
259,Argentina,2019,-38.416097,-63.616672,35 to 39,3141871.0,1556369.0,1585502.0
260,Argentina,2019,-38.416097,-63.616672,40 to 44,3027334.0,1491146.0,1536188.0
261,Argentina,2019,-38.416097,-63.616672,45 to 49,2579461.0,1261819.0,1317642.0
262,Argentina,2019,-38.416097,-63.616672,50 to 54,2241959.0,1087301.0,1154658.0
263,Argentina,2019,-38.416097,-63.616672,55 to 59,2084864.0,998296.0,1086568.0
264,Argentina,2019,-38.416097,-63.616672,60 to 64,1879409.0,883685.0,995724.0
265,Argentina,2019,-38.416097,-63.616672,65 to 69,1631170.0,745973.0,885197.0
266,Argentina,2019,-38.416097,-63.616672,70 to 74,1311495.0,574148.0,737347.0
267,Argentina,2019,-38.416097,-63.616672,75 to 79,945129.0,385901.0,559228.0
268,Argentina,2019,-38.416097,-63.616672,80 to 84,627708.0,230624.0,397084.0
269,Argentina,2019,-38.416097,-63.616672,85 and over,588466.0,174996.0,413470.0
270,Argentina,2020,-38.416097,-63.616672,0 to 4,3712989.0,1910563.0,1802426.0
271,Argentina,2020,-38.416097,-63.616672,5 to 9,3763405.0,1935823.0,1827582.0
272,Argentina,2020,-38.416097,-63.616672,10 to 14,3571271.0,1837895.0,1733376.0
273,Argentina,2020,-38.416097,-63.616672,15 to 19,3506525.0,1792617.0,1713908.0
274,Argentina,2020,-38.416097,-63.616672,20 to 24,3534762.0,1793445.0,1741317.0
275,Argentina,2020,-38.416097,-63.616672,25 to 29,3549243.0,1784486.0,1764757.0
276,Argentina,2020,-38.416097,-63.616672,30 to 34,3334543.0,1661873.0,1672670.0
277,Argentina,2020,-38.416097,-63.616672,35 to 39,3148120.0,1560497.0,1587623.0
278,Argentina,2020,-38.416097,-63.616672,40 to 44,3080074.0,1518223.0,1561851.0
279,Argentina,2020,-38.416097,-63.616672,45 to 49,2663552.0,1303929.0,1359623.0
280,Argentina,2020,-38.416097,-63.616672,50 to 54,2278318.0,1105664.0,1172654.0
281,Argentina,2020,-38.416097,-63.616672,55 to 59,2103579.0,1007802.0,1095777.0
282,Argentina,2020,-38.416097,-63.616672,60 to 64,1902660.0,894882.0,1007778.0
283,Argentina,2020,-38.416097,-63.616672,65 to 69,1657878.0,758547.0,899331.0
284,Argentina,2020,-38.416097,-63.616672,70 to 74,1348279.0,590824.0,757455.0
285,Argentina,2020,-38.416097,-63.616672,75 to 79,975114.0,399139.0,575975.0
286,Argentina,2020,-38.416097,-63.616672,80 to 84,641693.0,236567.0,405126.0
287,Argentina,2020,-38.416097,-63.616672,85 and over,604758.0,180356.0,424402.0
288,Australia,2005,-25.274398,133.775136,0 to 4,1277539.0,656043.0,621496.0
289,Australia,2005,-25.274398,133.775136,5 to 9,1321041.0,677441.0,643600.0
290,Australia,2005,-25.274398,133.775136,10 to 14,1384811.0,710978.0,673833.0
291,Australia,2005,-25.274398,133.775136,15 to 19,1379532.0,705932.0,673600.0
292,Australia,2005,-25.274398,133.775136,20 to 24,1414648.0,719854.0,694794.0
293,Australia,2005,-25.274398,133.775136,25 to 29,1352553.0,680687.0,671866.0
294,Australia,2005,-25.274398,133.775136,30 to 34,1500518.0,745033.0,755485.0
295,Australia,2005,-25.274398,133.775136,35 to 39,1468398.0,729890.0,738508.0
296,Australia,2005,-25.274398,133.775136,40 to 44,1527646.0,758248.0,769398.0
297,Australia,2005,-25.274398,133.775136,45 to 49,1451092.0,719486.0,731606.0
298,Australia,2005,-25.274398,133.775136,50 to 54,1325456.0,658928.0,666528.0
299,Australia,2005,-25.274398,133.775136,55 to 59,1226445.0,615600.0,610845.0
300,Australia,2005,-25.274398,133.775136,60 to 64,935286.0,469508.0,465778.0
301,Australia,2005,-25.274398,133.775136,65 to 69,754865.0,372941.0,381924.0
302,Australia,2005,-25.274398,133.775136,70 to 74,619106.0,297039.0,322067.0
303,Australia,2005,-25.274398,133.775136,75 to 79,543829.0,247212.0,296617.0
304,Australia,2005,-25.274398,133.775136,80 to 84,391888.0,158302.0,233586.0
305,Australia,2005,-25.274398,133.775136,85 and over,305121.0,97463.0,207658.0
306,Australia,2006,-25.274398,133.775136,0 to 4,1294538.0,664456.0,630082.0
307,Australia,2006,-25.274398,133.775136,5 to 9,1324308.0,678901.0,645407.0
308,Australia,2006,-25.274398,133.775136,10 to 14,1383541.0,710385.0,673156.0
309,Australia,2006,-25.274398,133.775136,15 to 19,1392682.0,714616.0,678066.0
310,Australia,2006,-25.274398,133.775136,20 to 24,1448435.0,736418.0,712017.0
311,Australia,2006,-25.274398,133.775136,25 to 29,1381588.0,696211.0,685377.0
